0	20737	
1	20905	
2	20991	
3	20935	
4	20747	
5	20702	
6	21069	
7	20796	
8	20962	
9	21093	
10	20846	
11	20915	
12	21025	
13	20776	
14	20935	
15	20800	
16	20742	
17	20698	
18	20730	
19	20827	
20	20838	
21	20906	
22	20625	
23	20868	
24	21059	
25	21041	
26	20993	
27	21028	
28	21031	
29	20971	
30	20928	
31	20780	
32	20883	
33	20778	
34	20973	
35	20921	
36	20898	
37	20946	
38	20644	
39	20989	
40	20987	
41	21086	
42	21015	
43	20982	
44	20658	
45	20929	
46	20708	
47	20712	
48	20918	
49	21053	
50	20932	
51	20731	
52	20557	
53	20742	
54	20671	
55	20361	
56	21181	
57	20932	
58	21074	
59	20847	
60	20950	
61	21023	
62	20890	
63	20699	
64	21076	
65	20982	
66	21026	
67	20935	
68	20728	
69	21045	
70	20879	
71	21052	
72	20772	
73	20950	
74	20966	
75	20951	
76	20951	
77	20895	
78	20743	
79	20986	
80	20879	
81	20907	
82	20965	
83	20868	
84	20837	
85	20678	
86	21037	
87	21085	
88	20883	
89	20858	
90	20790	
91	21012	
92	20933	
93	20941	
94	20985	
95	20827	
96	20938	
97	20796	
98	20979	
99	20928	
100	20863	
101	20915	
102	20970	
103	20915	
104	20993	
105	20955	
106	20992	
107	20929	
108	20922	
109	20878	
110	20763	
111	20980	
112	20644	
113	21057	
114	20989	
115	20931	
116	20993	
117	20799	
118	20864	
119	20972	
120	20939	
121	20979	
122	20863	
123	20843	
124	20986	
125	20863	
126	20976	
127	20938	
128	20917	
129	20885	
130	20965	
131	20850	
132	20696	
133	21054	
134	20820	
135	21022	
136	20889	
137	21022	
138	20851	
139	21024	
140	20918	
141	20847	
142	20800	
143	21183	
144	20844	
145	20973	
146	20957	
147	20799	
148	20863	
149	20869	
150	20909	
151	20946	
152	20953	
153	20827	
154	21016	
155	20946	
156	20943	
157	20951	
158	20892	
159	20882	
160	20873	
161	20904	
162	21099	
163	20997	
164	20852	
165	21015	
166	20850	
167	20916	
168	21002	
169	20769	
170	20869	
171	20876	
172	20986	
173	21023	
174	20918	
175	20879	
176	20849	
177	20906	
178	20962	
179	20795	
180	20923	
181	21045	
182	20830	
183	20845	
184	21020	
185	20960	
186	20873	
187	20823	
188	20943	
189	20615	
190	21097	
191	20711	
192	20828	
193	20899	
194	20788	
195	20543	
196	20871	
197	20824	
198	20710	
199	20827	
200	20875	
201	19681	
202	20529	
203	19925	
204	19991	
205	19975	
206	19576	
207	19637	
208	19536	
209	19425	
210	20351	
211	20707	
212	20757	
213	20595	
214	20831	
215	21064	
216	20651	
217	21168	
218	20574	
219	20710	
220	21161	
221	20829	
222	20715	
223	20698	
224	20684	
225	20876	
226	21098	
227	20279	
228	20859	
229	20561	
230	20854	
231	20289	
232	20245	
233	20216	
234	20154	
235	19857	
236	19326	
237	19017	
238	18530	
239	19592	
240	19300	
241	19496	
242	19946	
243	19887	
244	19760	
245	20147	
246	20156	
247	20690	
248	20874	
249	20554	
250	20811	
251	20446	
252	20573	
253	20341	
254	20535	
255	19755	
256	20046	
257	18580	
258	19441	
259	18996	
260	17743	
261	18264	
262	16937	
263	15538	
264	14081	
265	13079	
266	10841	
267	8373	
268	2983	
269	942	
270	-2280	
271	-2923	
272	1491	
273	8630	
274	12227	
275	15330	
276	19412	
277	20686	
278	20507	
279	20157	
280	20770	
281	19787	
282	20426	
283	19961	
284	19962	
285	18836	
286	19321	
287	17555	
288	17309	
289	16557	
290	14632	
291	14563	
292	9971	
293	11061	
294	6155	
295	4373	
296	-1842	
297	-7495	
298	-13844	
299	-16923	
300	-22853	
301	-28609	
302	-28994	
303	-28525	
304	-27738	
305	-23284	
306	-14520	
307	-7182	
308	7006	
309	10830	
310	13843	
311	18578	
312	13758	
313	15486	
314	14837	
315	13251	
316	12481	
317	10719	
318	10599	
319	7612	
320	5524	
321	3434	
322	-3575	
323	-5018	
324	-11713	
325	-15284	
326	-19422	
327	-23998	
328	-29233	
329	-31109	
330	-32222	
331	-32768	
332	-32768	
333	-32768	
334	-32768	
335	-32761	
336	-32761	
337	-32759	
338	-32709	
339	-32613	
340	-31922	
341	-29096	
342	-22265	
343	-11675	
344	-1057	
345	5444	
346	14629	
347	15480	
348	16545	
349	18923	
350	18541	
351	18305	
352	16927	
353	17033	
354	15029	
355	11802	
356	11003	
357	11117	
358	8808	
359	6953	
360	3438	
361	-4599	
362	-9345	
363	-14041	
364	-18189	
365	-16123	
366	-12738	
367	-5481	
368	6756	
369	10093	
370	17074	
371	17015	
372	20005	
373	21290	
374	18608	
375	20395	
376	18170	
377	18979	
378	20104	
379	20468	
380	19863	
381	19964	
382	19269	
383	19846	
384	20467	
385	19876	
386	19650	
387	18743	
388	18410	
389	17914	
390	18361	
391	15612	
392	16439	
393	13430	
394	12700	
395	11407	
396	11430	
397	11936	
398	17803	
399	17128	
400	19490	
401	20356	
402	20576	
403	21538	
404	20836	
405	20083	
406	20669	
407	20303	
408	20419	
409	20453	
410	20177	
411	20702	
412	20404	
413	20458	
414	20849	
415	20599	
416	20622	
417	20466	
418	20070	
419	20382	
420	20571	
421	19931	
422	20141	
423	19885	
424	19698	
425	19434	
426	19252	
427	19470	
428	19243	
429	19383	
430	20102	
431	20454	
432	20890	
433	20159	
434	20256	
435	20384	
436	20125	
437	20669	
438	20478	
439	20280	
440	19953	
441	20014	
442	20581	
443	20789	
444	20180	
445	20414	
446	20358	
447	20113	
448	20452	
449	20052	
450	20353	
451	20361	
452	20229	
453	20243	
454	20108	
455	19886	
456	19678	
457	19713	
458	20316	
459	20069	
460	20365	
461	20252	
462	20355	
463	20342	
464	20807	
465	20546	
466	20312	
467	20290	
468	20412	
469	20616	
470	20689	
471	20539	
472	20631	
473	20165	
474	20603	
475	20399	
476	20494	
477	20577	
478	20695	
479	20234	
480	20933	
481	20396	
482	20807	
483	20256	
484	20375	
485	20765	
486	20570	
487	20551	
488	20523	
489	20790	
490	20586	
491	20823	
492	20260	
493	20482	
494	20417	
495	20681	
496	20534	
497	20776	
498	20826	
499	20303	
500	20287	
501	20931	
502	20872	
503	20551	
504	20713	
505	20703	
506	20673	
507	20827	
508	20576	
509	20549	
510	20525	
511	20691	
512	20472	
513	20526	
514	20511	
515	20387	
516	20368	
517	20687	
518	20335	
519	20630	
520	20357	
521	20185	
522	20691	
523	20594	
524	20218	
525	20771	
526	20065	
527	21011	
528	20785	
529	20585	
530	20749	
531	20820	
532	20776	
533	20720	
534	20734	
535	20502	
536	20586	
537	20573	
538	20599	
539	20526	
540	20638	
541	20521	
542	20699	
543	20670	
544	20925	
545	20637	
546	20670	
547	20381	
548	20853	
549	20577	
550	20629	
551	20735	
552	20738	
553	20664	
554	20432	
555	20710	
556	20856	
557	20815	
558	20777	
559	20856	
560	20997	
561	20920	
562	20884	
563	20886	
564	20830	
565	20853	
566	20597	
567	20537	
568	20992	
569	20739	
570	20809	
571	20784	
572	20696	
573	20632	
574	20716	
575	20799	
576	20949	
577	20749	
578	20795	
579	20731	
580	20866	
581	20934	
582	20753	
583	20522	
584	21121	
585	20870	
586	20849	
587	20613	
588	20739	
589	20561	
590	20904	
591	20749	
592	20810	
593	20824	
594	20608	
595	20729	
596	20667	
597	20996	
598	20610	
599	20514	
600	20640	
601	20744	
602	20787	
603	20835	
604	20373	
605	20622	
606	20889	
607	20408	
608	20804	
609	20518	
610	20591	
611	20741	
612	20802	
613	20692	
614	20621	
615	20793	
616	20847	
617	20954	
618	20761	
619	20922	
620	20716	
621	20591	
622	20473	
623	20617	
624	20900	
625	20634	
626	20766	
627	20837	
628	20775	
629	20745	
630	20645	
631	20482	
632	20176	
633	19836	
634	19993	
635	19747	
636	19524	
637	20183	
638	19877	
639	20349	
640	21092	
641	20408	
642	20729	
643	20642	
644	21030	
645	20887	
646	20707	
647	20812	
648	20940	
649	20741	
650	21000	
651	20734	
652	20680	
653	20973	
654	20457	
655	20580	
656	20932	
657	20247	
658	20798	
659	20506	
660	20588	
661	20229	
662	20016	
663	19156	
664	18839	
665	18542	
666	18353	
667	18722	
668	18471	
669	19586	
670	20159	
671	20371	
672	21097	
673	20722	
674	20674	
675	20945	
676	20644	
677	20748	
678	20316	
679	20376	
680	20115	
681	20135	
682	20283	
683	19914	
684	19800	
685	18758	
686	18716	
687	18608	
688	17711	
689	16883	
690	17908	
691	16417	
692	15554	
693	13175	
694	10673	
695	9215	
696	7296	
697	7379	
698	11240	
699	13236	
700	17826	
701	18102	
702	19326	
703	21424	
704	22005	
705	21376	
706	21192	
707	20985	
708	20648	
709	20495	
710	20876	
711	20794	
712	20928	
713	20845	
714	20525	
715	20249	
716	20239	
717	20512	
718	19857	
719	20225	
720	19987	
721	18991	
722	18329	
723	17458	
724	17864	
725	15216	
726	16185	
727	15969	
728	17834	
729	18096	
730	18699	
731	19514	
732	20930	
733	20054	
734	21637	
735	21165	
736	20644	
737	20665	
738	21129	
739	21030	
740	20757	
741	20931	
742	20604	
743	20716	
744	20708	
745	20893	
746	20169	
747	20246	
748	20214	
749	20075	
750	19870	
751	18690	
752	18909	
753	18709	
754	18095	
755	15979	
756	17267	
757	16401	
758	18477	
759	18796	
760	19060	
761	20293	
762	20649	
763	20740	
764	20577	
765	21237	
766	20896	
767	20374	
768	20763	
769	20923	
770	20823	
771	20631	
772	20535	
773	20860	
774	20578	
775	20718	
776	20305	
777	20091	
778	20575	
779	20448	
780	19544	
781	19754	
782	17973	
783	18093	
784	17880	
785	18517	
786	17068	
787	17757	
788	18820	
789	17942	
790	19572	
791	20167	
792	20189	
793	20699	
794	20500	
795	20773	
796	20962	
797	20672	
798	20542	
799	20849	
800	20848	
801	20618	
802	20323	
803	20497	
804	20440	
805	20555	
806	19953	
807	20300	
808	20524	
809	20248	
810	19560	
811	18811	
812	18868	
813	18982	
814	17378	
815	17483	
816	16674	
817	16930	
818	18609	
819	18854	
820	19032	
821	20812	
822	21147	
823	21068	
824	20587	
825	20877	
826	20652	
827	20471	
828	20651	
829	20234	
830	20569	
831	21037	
832	20370	
833	20068	
834	20170	
835	19448	
836	19333	
837	19420	
838	19113	
839	18288	
840	17901	
841	16914	
842	15239	
843	14442	
844	14205	
845	11482	
846	11062	
847	14496	
848	16162	
849	18198	
850	18891	
851	20688	
852	20304	
853	21487	
854	21164	
855	21253	
856	20676	
857	20900	
858	20686	
859	20522	
860	20674	
861	20688	
862	20478	
863	20193	
864	20633	
865	20454	
866	20158	
867	20252	
868	19490	
869	18977	
870	19332	
871	17859	
872	17598	
873	15569	
874	16341	
875	15491	
876	16506	
877	16992	
878	17638	
879	19669	
880	20919	
881	21264	
882	21482	
883	21000	
884	20753	
885	21321	
886	20745	
887	21165	
888	20640	
889	20724	
890	20786	
891	20939	
892	20732	
893	20744	
894	20725	
895	20606	
896	20370	
897	20855	
898	20691	
899	20629	
900	20191	
901	20344	
902	20207	
903	19963	
904	19526	
905	19232	
906	19424	
907	20840	
908	20462	
909	20610	
910	20576	
911	20968	
912	21185	
913	20979	
914	20936	
915	20919	
916	20617	
917	20732	
918	20713	
919	20878	
920	21089	
921	20533	
922	20798	
923	20939	
924	20810	
925	20749	
926	20844	
927	20907	
928	20614	
929	21161	
930	20614	
931	20756	
932	20393	
933	20737	
934	20563	
935	20469	
936	20909	
937	20656	
938	20871	
939	20836	
940	20969	
941	20834	
942	21062	
943	20721	
944	20737	
945	20896	
946	20950	
947	20942	
948	20893	
949	20943	
950	20623	
951	21035	
952	20894	
953	20926	
954	20837	
955	20921	
956	20787	
957	20785	
958	20685	
959	20823	
960	21051	
961	20815	
962	20930	
963	20748	
964	20782	
965	20698	
966	20880	
967	20728	
968	21009	
969	20794	
970	21008	
971	20752	
972	20892	
973	20964	
974	20955	
975	20928	
976	20724	
977	21117	
978	20669	
979	20747	
980	20790	
981	20799	
982	20825	
983	20999	
984	20700	
985	20908	
986	20649	
987	20335	
988	20370	
989	20550	
990	20447	
991	20569	
992	20520	
993	20927	
994	20926	
995	20768	
996	20746	
997	20788	
998	20875	
999	20897	
1000	20925	
